committee_name,person_name,end_date,source_url,organization_id,role,start_date
Water Affairs and Environmental Affairs,Bongekile Jabulile Dlomo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/606,za.org.pa.www/core_organisation/246,Member,
NCOP Co-operative Governance and Traditional Affairs,Bonisile Alfred Nesi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1058,za.org.pa.www/core_organisation/199,Member,
NCOP Petitions and Private Members Legislative Proposals,Bonisile Alfred Nesi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1058,za.org.pa.www/core_organisation/205,Member,
NCOP Security and Constitutional Development,Bonisile Alfred Nesi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1058,za.org.pa.www/core_organisation/208,Member,
Health Committee,B.S. Mohlaka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1879,za.org.pa.www/core_organisation/744,Committee Member,
PMLPPP Committee,B.S. Mohlaka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1879,za.org.pa.www/core_organisation/745,Committee Member,
Quality of Life Committee,B.S. Mohlaka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1879,za.org.pa.www/core_organisation/746,Committee Member,
Social Development Committee,B.S. Mohlaka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1879,za.org.pa.www/core_organisation/747,Alternate Member,
NCOP Appropriations,Buoang Lemias Mashile,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1046,za.org.pa.www/core_organisation/198,Member,
NCOP Finance,Buoang Lemias Mashile,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1046,za.org.pa.www/core_organisation/202,Member,
NCOP Petitions and Private Members Legislative Proposals,Buoang Lemias Mashile,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1046,za.org.pa.www/core_organisation/205,Member,
Ethics and Members' Interest,Buoang Lemias Mashile,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1046,za.org.pa.www/core_organisation/177,Chairperson,
Portfolio Committee On Energy,Bulelwa Tinto,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/971,za.org.pa.www/core_organisation/100,Member,
Mining,Bulelwa Tinto,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/971,za.org.pa.www/core_organisation/196,Member,
Private Members' Legislative Proposals and Special Petitions,Bulelwa Tinto,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/971,za.org.pa.www/core_organisation/222,Member,
Energy Portfolio Committee,Bulelwa Tinto,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/971,za.org.pa.www/core_organisation/176,Member,
NCOP Education and Recreation,Busisiwe Veronica Mncube,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1051,za.org.pa.www/core_organisation/201,Member,
NCOP Social Services,Busisiwe Veronica Mncube,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1051,za.org.pa.www/core_organisation/209,Member,
Constitutional Review Committee,Busisiwe Veronica Mncube,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1051,za.org.pa.www/core_organisation/170,Member,
Joint Committe on Delegated Legislation,Busisiwe Veronica Mncube,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1051,za.org.pa.www/core_organisation/187,Member,
Ad Hoc Committee on General Intelligence Laws Amendment Bill (NCOP),Busisiwe Veronica Mncube,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1051,za.org.pa.www/core_organisation/146,Member,
NCOP Economic Development,Busisiwe Veronica Mncube,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1051,za.org.pa.www/core_organisation/200,Member,
"Women, Youth, Children and People with Disability",Buyiswa Cornelia Diemu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/597,za.org.pa.www/core_organisation/247,Member,
Budget Committee,Carol Frances Beerwinkel,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1362,za.org.pa.www/core_organisation/693,Committee Member,
Economic Development and Tourism,Carol Frances Beerwinkel,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1362,za.org.pa.www/core_organisation/700,Committee Member,
Provincial Treasury,Carol Frances Beerwinkel,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1362,za.org.pa.www/core_organisation/701,Committee Member,
Aesthetics Committee,Carol Frances Beerwinkel,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1362,za.org.pa.www/core_organisation/678,Alternate Member,
Rules Committee,Carol Frances Beerwinkel,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1362,za.org.pa.www/core_organisation/681,Alternate Member,
Standing Committee on Local Government Oversight,Carol Frances Beerwinkel,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1362,za.org.pa.www/core_organisation/697,Committee Member,
Budget Committee,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/693,Committee Member,
Chairpersons’ Forum,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/694,Committee Member,
Gender Committee,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/680,Committee Member,
Petitions Committee,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/691,Committee Member,
Public Accounts Committee,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/686,Committee Member,
Standing Committee on Community Development,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/688,Committee Member,
Standing Committee on Community Safety,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/682,Committee Member,
Standing Committee on Education,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/689,Committee Member,
Standing Committee on Premier,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/683,Committee Member,
Cultural Affairs and Sport,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/684,Alternate Member,
Disabled and Youth Committee,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/685,Alternate Member,
Rules Committee,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/681,Alternate Member,
Tourism,Cecilia Mampe Papadi Kotsi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/687,za.org.pa.www/core_organisation/243,Alternate Member,
Joint Standing Committee on Intelligence,Cecil Valentine Burgess,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/570,za.org.pa.www/core_organisation/117,Member,
Joint Standing on Intelligence,Cecil Valentine Burgess,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/570,za.org.pa.www/core_organisation/192,Chairperson,
Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA),Cecil Valentine Burgess,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/570,za.org.pa.www/core_organisation/145,Chairperson,
Ad Hoc Committee on President’s Submission in response to Public Protector’s Report,Cecil Valentine Burgess,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/570,za.org.pa.www/core_organisation/778,Member,
Ad Hoc Committee on President’s Submission in response to Public Protector’s Report,Cedric Thomas Frolick,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/629,za.org.pa.www/core_organisation/778,Chairperson,
Public Works,Celiwe Qhamkile Madlopha,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/716,za.org.pa.www/core_organisation/230,Member,
Select Committee on Finance,Charel Jacobus De Beer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1025,za.org.pa.www/core_organisation/116,Member,
NCOP Appropriations,Charel Jacobus De Beer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1025,za.org.pa.www/core_organisation/198,Member,
NCOP Finance,Charel Jacobus De Beer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1025,za.org.pa.www/core_organisation/202,Chairperson,
Constitutional Review Committee,Charel Jacobus De Beer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1025,za.org.pa.www/core_organisation/170,Member,
"Women, Youth, Children and People with Disability",Charles Danny Kekana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/671,za.org.pa.www/core_organisation/247,Member,
Communications,Charles Danny Kekana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/671,za.org.pa.www/core_organisation/169,Member,
Portfolio Committee On Communications,Charles Danny Kekana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/671,za.org.pa.www/core_organisation/113,Member,
Basic Education,Cheryllyn Dudley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/614,za.org.pa.www/core_organisation/165,Alternate Member,
Health,Cheryllyn Dudley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/614,za.org.pa.www/core_organisation/180,Alternate Member,
International Relations and Cooperation,Cheryllyn Dudley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/614,za.org.pa.www/core_organisation/186,Alternate Member,
Social Development,Cheryllyn Dudley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/614,za.org.pa.www/core_organisation/238,Alternate Member,
Higher Education,Cheryllyn Dudley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/614,za.org.pa.www/core_organisation/181,Alternate Member,
Portfolio Committee On International Relations and Co-operation,Cheryllyn Dudley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/614,za.org.pa.www/core_organisation/127,Member,
Portfolio Committee On Social Development,Cheryllyn Dudley,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/614,za.org.pa.www/core_organisation/99,Member,
Gender Committee,Chris Stali,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1364,za.org.pa.www/core_organisation/680,Committee Member,
Standing Committee on Premier,Chris Stali,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1364,za.org.pa.www/core_organisation/683,Committee Member,
Transport and Public Works,Chris Stali,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1364,za.org.pa.www/core_organisation/702,Committee Member,
Disabled and Youth Committee,Chris Stali,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1364,za.org.pa.www/core_organisation/685,Alternate Member,
Rules Committee,Chris Stali,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1364,za.org.pa.www/core_organisation/681,Alternate Member,
Cooperative Governance and Traditional Affairs,Christian Themba Msimang,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/826,za.org.pa.www/core_organisation/171,Alternate Member,
Public Service and Administration,Christian Themba Msimang,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/826,za.org.pa.www/core_organisation/229,Alternate Member,
Defence,Christian Themba Msimang,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/826,za.org.pa.www/core_organisation/173,Alternate Member,
Joint Standing on Intelligence,Christian Themba Msimang,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/826,za.org.pa.www/core_organisation/192,Alternate Member,
Ad Hoc Committee on Coordinated Oversight on Service Delivery,Christian Themba Msimang,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/826,za.org.pa.www/core_organisation/143,Alternate Member,
Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA),Christian Themba Msimang,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/826,za.org.pa.www/core_organisation/145,Alternate Member,
Rural Development and Land Reform,Christian Themba Msimang,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/826,za.org.pa.www/core_organisation/236,Alternate Member,
"Agriculture, Forestry and Fisheries",Christian Themba Msimang,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/826,za.org.pa.www/core_organisation/155,Alternate Member,
Portfolio Committee On Mining,Christopher Lancaster Gololo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/643,za.org.pa.www/core_organisation/94,Member,
Mining,Christopher Lancaster Gololo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/643,za.org.pa.www/core_organisation/196,Member,
Public Enterprises,Christopher Lancaster Gololo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/643,za.org.pa.www/core_organisation/227,Member,
Trade and Industry,Chun-Chiao Huang,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/663,za.org.pa.www/core_organisation/244,Member,
Cooperative Governance and Traditional Affairs,Constance Kedibone Kelekegile Mosimane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/814,za.org.pa.www/core_organisation/171,Member,
Social Development,Constance Ntombikayise Zerish Zikalala,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1009,za.org.pa.www/core_organisation/238,Alternate Member,
Tourism,Constance Ntombikayise Zerish Zikalala,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1009,za.org.pa.www/core_organisation/243,Alternate Member,
Water Affairs and Environmental Affairs,Constance Ntombikayise Zerish Zikalala,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1009,za.org.pa.www/core_organisation/246,Alternate Member,
