Status,TelephoneNumber,AlphaCode,Branches,RoleDescription,CustomerAlphaCode,FaxNumber,MasterID,EmailAddress,RegistrationNumber,LongName,PostalAddress,source_url,NatureOfBusiness,PhysicalAddress,Website
Current,+27 11 268 6231,SPBRI,,Sponsor,SPBRI,+27 11 268 6538,787,enquiries@bridgecapital.co.za,1998/016302/07,Bridge Capital Advisors  (Pty) Ltd,PO Box 651010 Benmore    Johannesburg 2010,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1957,,2nd Floor 27 Fricker Road Illovo   Johannesburg 2196,http://www.bridgecapital.co.za
Current,+27 86 154 6572,LINK,,Transfer Secretary,LINK,+27 86 674 4381,857,info@linkmarketservices.co.za,2000/0072369/07,Link Market Services SA (Pty) Ltd,P O Box 4844     JOHANNESBURG 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1957,,,
Current,+27 86 123 7234,AME,,Equity Issuer,AME,+27 11 442 0658,1971,,1926/008797/06,AFRICAN MEDIA ENTERTAINMENT LIMITED,PO Box 3014     HOUGHTON 2041,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1971,"African Media Entertainment Ltd is a broadcast company listed in the ""Media and Entertainment"" sector of the JSE Securities Exchange South Africa. AME's four active operations are OFM, Algoa United Stations and Radio Heads.","Block A, Oxford Office Park No. 5, 8th Street, Houghton Estate    JOHANNESBURG 2198",http://www.ame.co.za
Current,,PKF,,Audit Firm,PKF,,3668,,4720239187,PKF SOUTH AFRICA,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1971,,,
Current,+27 10 591 2280,ARCAY,,Sponsor,ARCAY,+27 86 721 8411,2442,michelle.k@arcay.com,2006/033725/07,ARCAY MOELA SPONSOR (PTY) LTD,PO Box 62397 Marshalltown    Johannesburg 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1971,,One Health Building Woodmead North Office Park 54 Maxwell Drive   Johannesburg 2191,http://www.arcay.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1971,,,
Current,+27 86 1111557,AVL,,Equity Issuer,AVL,+27 11 1111111,3912,info@advancedhealth.co.za,2013/059246/06,ADVANCED HEALTH LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3912,,,http://www.advancedhealth.co.za/
Current,,MAZ1,,Audit Firm,MAZ1,,3672,,2003/029561/07,Mazars Inc.,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3912,,,
Current,+27 10 591 2280,ARCAY,,Sponsor,ARCAY,+27 86 721 8411,2442,michelle.k@arcay.com,2006/033725/07,ARCAY MOELA SPONSOR (PTY) LTD,PO Box 62397 Marshalltown    Johannesburg 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3912,,One Health Building Woodmead North Office Park 54 Maxwell Drive   Johannesburg 2191,http://www.arcay.co.za
Current,+27 11 350 2383,ACPL,,Warrant Issuer,ACPL,+27 11 334 2700,2257,,1986/004794/06,ABSA CAPITAL,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2257,,,
Current,+27 11 283 0042,SPJAV,,Sponsor,SPJAV,+27 11 283 0065,784,sponsor@javacapital.co.za,2002/031862/07,Java Capital Trustees & Sponsors Pty Ltd,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2257,,2 Arnold Road Rosebank    Johannesburg 2196,http://www.javacapital.co.za
Current,,STRA,,Transfer Secretary,STRA,,859,,1998/022242/06,Strate,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2257,,,
Current,+27 11 490 0400,AFX,,Equity Issuer,AFX,+27 11 493 1580,885,Customer.service@afrox.linde.com,1927/000089/06,AFRICAN OXYGEN LIMITED,PO Box 5404     JOHANNESBURG 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=885,"Afrox is an integrated, full spectrum industrial gases, welding and safety products and LPG business, operating in sub-Saharan Africa. We provide solutions and services to meet the needs of customers and deliver product service offerings to targeted market segments. The business comprises large gas supply
schemes, bulk industrial gas, packaged cylinder gases, welding products and LPG. This includes products such as medical gas products, scientific gases, refrigerants, packaged chemicals and
helium, gases and services and safety products and services.",,http://www.afrox.com
Current,,KPMGI,,Audit Firm,KPMGI,,3676,,4620207565,KPMG INCORPORATED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=885,,,
Current,+27 11 550 5000,ONE1,,Sponsor,ONE1,+27 11 550 5002,2855,info@onecapital.co.za,2000/023249/07,ONE CAPITAL (Pty) Ltd,PO Box 784573 Sandton    Johannesburg 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=885,,17 Fricker Road Illovo    Johannesburg 2196,http://www.onecapital.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=885,,,
Current,+27 11 779 1300,ARIM,,Equity Issuer,ARIM,+27 11 779 1312,919,ir.admin@arm.co.za,1933/004580/06,AFRICAN RAINBOW MINERALS LIMITED,PO Box 786136     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=919,,"ARM House, 29 Impala Road Chiselhurston    SANDTON 2196",http://www.arm.co.za
Current,,E&Y,,Audit Firm,E&Y,,3680,,908201,ERNST & YOUNG INC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=919,,,
Current,+27 11 775 7000,SPDEU,,Sponsor,SPDEU,+27 11 775 7449,800,gail.bruce@db.com ,1995/011798/07,Deutsche Securities SA (Pty) Ltd,Private Bag X9933     SANDTON 2196,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=919,,3 Exchange Square 87 Maude Street    Johannesburg 2196,http://www.db.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=919,,,
Current,+27 21 917 8840,AFT,,Equity Issuer,AFT,+27 21 914 1174,2332,info@afrimat.co.za,2006/022534/06,AFRIMAT LIMITED,PO Box 5278     TYGER VALLEY 7536,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2332,"Afrimat is a black empowered open cast mining company that supplies benefi ciated materials and contracting services to the industrial
minerals, building, construction, road building, railroad and mining sectors. It operates in the Western Cape, Eastern Cape, KwaZulu-Natal,
Free State, Northern Cape, Gauteng, Limpopo and Mpumalanga as well as in Namibia.",Tyger Valley Office Park No 2 Corner Willie van Schoor Avenue and Old Oak Road    TYGER VALLEY 7530,http://www.afrimat.co.za
Current,,MAZ1,,Audit Firm,MAZ1,,3672,,2003/029561/07,Mazars Inc.,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2332,,,
Current,+27 11 268 6231,SPBRI,,Sponsor,SPBRI,+27 11 268 6538,787,enquiries@bridgecapital.co.za,1998/016302/07,Bridge Capital Advisors  (Pty) Ltd,PO Box 651010 Benmore    Johannesburg 2010,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2332,,2nd Floor 27 Fricker Road Illovo   Johannesburg 2196,http://www.bridgecapital.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2332,,,
Current,+27 11 496 1800,AHL,,Equity Issuer,AHL,+27 11 496 1594,2116,maureenj@alljoy.co.za,1989/000100/06,AH-VEST LIMITED,PO Box 2152     SOUTHDALE 2135,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2116,Manufacturing of food related products.,103 Booysens Reserve Road     CROWN MINES 2092,http://www.alljoy.co.za
Current,,NSTA,,Audit Firm,NSTA,,3677,,921297,NEXIA SAB & T,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2116,,,
Current,+27 10 591 2280,ARCAY2,,Designated Advisor,ARCAY,+27 86 721 8411,2509,michelle.k@arcay.com,2006/033725/07,ARCAY MOELA SPONSOR (PTY) LTD,PO Box 62397 Marshalltown    Johannesburg 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2116,,One Health Building Woodmead North Office Park 54 Maxwell Drive   Johannesburg 2191,http://www.arcay.com
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2116,,,
Current,+27 11 3788114,BIACSA,,Interest Rate Issuer,ACSA,+27 11 6310594,2845,cynthia.heyneke@standardbank.co.za,1993/004149/06,Airports Company South Africa SOC Ltd,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2845,,,http://www.acsa.co.za
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2845,,,
Current,+27 11 269 0000,AFP,,Equity Issuer,AFP,+27 11 269 0149,2475,info@aforbes.co.za,2006/013561/06,ALEXANDER FORBES PREF SHARE INV LTD,PO Box 787240     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2475,"Alexander Forbes Preference Share Investments Limited (AF Pref) was incorporated on 10 October 2006
following the bid by a private equity consortium to take private the then-listed Alexander Forbes group. The
purpose of the company is to serve as the special purpose vehicle through which certain existing
shareholders of Alexander Forbes Limited could remain invested following the private equity buyout of the
group with effect 26 July 2007. The ultimate holding company of the Alexander Forbes group is now
Alexander Forbes Equity Holdings Proprietary Limited (AFEH).",115 West Street     SANDOWN 2146,http://www.alexanderforbes.co.za
Current,,PWCIA,,Audit Firm,PWCIA,,3688,,901121,PRICEWATERHOUSECOOPERS INC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2475,,,
Current,+27 11 282 8000,SPRAN,,Sponsor,RANM,+27 11 282 8008,785,sponsorteam@rmb.co.za,1929/001225/06,Rand Merchant Bank Corporate Finance Division,P O Box 786273     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2475,,1 Merchant Place Cnr Fredman Drive & Rivonia Road Sandton   Johannesburg 2196,http://www.rmb.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2475,,,
Suspended,+27 11 954 6104,ALM,,Equity Issuer,ALM,+27 11 954 6105,2284,mobile@adc.co.za,1997/013402/06,ALLIANCE MINING CORPORATION LIMITED,PO Box 640     KRUGERSDORP 1740,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2284,"Alliance Mining Corporation Limited (""Alliance Mining"") specialises in providing services and products mainly to the mining industry.",51 Shannon Road Noordheuwel    KRUGERSDORP 1739,www.adc.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2284,,,
Suspended,+27 12 800 0000,AET,,Equity Issuer,AET,+27 12 800 4661,2408,info@alertsteel.co.za,2003/005144/06,ALERT STEEL HOLDINGS LIMITED,PO Box 29607 Sunnyside    PRETORIA 0132,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2408,"Alert Steel Holdings Limited is one of South Africa’s leading
retailers of steel and steel related products and services to the
construction, manufacturing and building industries.",Cnr Engelebrecht and Lanham Streets East Lynn    PRETORIA 0186,http://www.alertsteel.co.za
Current,,KPMGI,,Audit Firm,KPMGI,,3676,,4620207565,KPMG INCORPORATED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2408,,,
Current,+27 11 880 2113,DAEXC,,Designated Advisor,SPEXC,+27 11 447 4824,54,marius@exchangesponsors.co.za ,2008/019553/07,Exchange Sponsors (2008)(Pty) Ltd,PO Box 411216     CRAIGHALL 2024,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2408,,44A Boundary Road     INANDA 2196,http://www.exchangesponsors.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2408,,,
Current,+27 11 5207509,AMBF,,Interest Rate Issuer,AMBF,+27 11 5208509,3654,renem@jse.co.za,n/a,AMBER HOUSE FUND 1 (RF) LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3654,,,
Current,+27 86 154 6572,LINK,,Transfer Secretary,LINK,+27 86 674 4381,857,info@linkmarketservices.co.za,2000/0072369/07,Link Market Services SA (Pty) Ltd,P O Box 4844     JOHANNESBURG 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3654,,,
Current,+27 11 645 3600,ATN,,Equity Issuer,ATN,+27 11 726 5778,918,info@altron.co.za,1947/024583/06,ALLIED ELECTRONICS CORPORATION LTD,PO Box 981     HOUGHTON 2041,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=918,"Altron Power, comprising of Powertech, is one of South Africa’s leading suppliers of electrical and electronic equipment. Its five operating divisions – Transformers, Cables, Batteries, System Integrators
and Business Development – comprises a variety of individual operations which specialise in the manufacturing and delivery of world-class products, services and energy solutions to address diverse
needs for electrical and power equipment in the local and international markets.",Altron House 4 Sherborne Road    PARKTOWN 2193,http://www.altron.com
Current,,KPMGI,,Audit Firm,KPMGI,,3676,,4620207565,KPMG INCORPORATED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=918,,,
Current,+27 11 286 7000,SPINV,,Sponsor,INLP,+27 11 286 7966,783,rsmith@investec.co.za,1969/004763/06,Investec Bank Ltd ( Trading as Investec Securities and Investec Corporate Finance ),PO Box 785700     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=918,,100 Grayston Drive Sandown    SANDTON 2196,http://www.investec.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=918,,,
Current,+27 11 477 2600,AER,,Equity Issuer,AER,+27 11 447 2696,2296,,1997/010036/06,AMALGAMATED ELECTRONIC CORP LTD,PO Box 720     FLORIDA HILLS 1716,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2296,"Amalgamated Electronic Corporation Limited is a JSE listed company, specialising in the design, manufacture and distribution of exclusive technology for the security, electronic and alternative power supply industries within southern and broader Africa.","Amecor House, 14 Richard Road Industria North    ROODEPOORT 1709",http://www.amecor.com
Current,,MAZ1,,Audit Firm,MAZ1,,3672,,2003/029561/07,Mazars Inc.,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2296,,,
Current,+27 86 154 6572,LINK,,Transfer Secretary,LINK,+27 86 674 4381,857,info@linkmarketservices.co.za,2000/0072369/07,Link Market Services SA (Pty) Ltd,P O Box 4844     JOHANNESBURG 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2296,,,
