family_name,given_name,name,pa_url,summary,telephone_number,email,popit_id,source_url
Downs,Allan James David,Allan James David Downs,http://www.pa.org.za/person/allan-james-david-downs/,,,,za.org.pa.www/core_person/3967,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3967
Jones,Allan Lee,Allan Lee Jones,http://www.pa.org.za/person/allan-lee-jones/,,,,za.org.pa.www/core_person/6611,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6611
Nxumalo,Alleck Xangu,Alleck Xangu Nxumalo,http://www.pa.org.za/person/alleck-xangu-nxumalo/,,,,za.org.pa.www/core_person/3977,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3977
Daniels,Aloma,Aloma Daniels,http://www.pa.org.za/person/aloma-daniels/,,,,za.org.pa.www/core_person/7273,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7273
Louw,A,A Louw,http://www.pa.org.za/person/a-louw/,,082 383 6914,andlouw@ncpg.gov.za,za.org.pa.www/core_person/701,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/701
Shelembe,Alpha,Alpha Shelembe,http://www.pa.org.za/person/alpha-shelembe/,,,,za.org.pa.www/core_person/4468,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4468
Maziya,Alpheus Mokabhe,Alpheus Mokabhe Maziya,http://www.pa.org.za/person/alpheus-mokabhe-maziya/,"Alpheus Mokabhe Maziya attended Parliament 16 times in 2013, the details can be found in [this file](http://za-pombola.staging.mysociety.org/file_archive/AlpheusMokabheMaziya-attendance ""Alpheus Mokabhe Maziya Attendance Records"")

Alpheus Mokabhe Maziya's plenary attendance record for Feb-Apr [2013](/file_archive/Alpheus-Mokabhe-Maziya-Attendance-2013 ""Alpheus Mokabhe Maziya Attendance"") and [2012](/file_archive/Alpheus-Mokabhe-Maziya-Attendance-2012 ""Alpheus Mokabhe Maziya Attendance"").",(021) 403 2911,amaziya@parliament.gov.za,za.org.pa.www/core_person/769,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769
Mchunu,Alpheus Nkomozalahlwa,Alpheus Nkomozalahlwa Mchunu,http://www.pa.org.za/person/alpheus-nkomozalahlwa-mchunu/,,,,za.org.pa.www/core_person/7780,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7780
Dosi,Alswald Mandlenkosi,Alswald Mandlenkosi Dosi,http://www.pa.org.za/person/alswald-mandlenkosi-dosi/,,,,za.org.pa.www/core_person/8970,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8970
,,Alta Rossouw,http://www.pa.org.za/person/alta-rossouw/,,021 487 1783,"alrossou1@telkomsa.net
",za.org.pa.www/core_person/1341,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1341
,,Alta van Zyl,http://www.pa.org.za/person/alta-van-zyl/,,,ajvanzyl@wcpp.gov.za,za.org.pa.www/core_person/1342,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1342
Londani,Alusewi Derick,Alusewi Derick Londani,http://www.pa.org.za/person/alusewi-derick-londani/,,,,za.org.pa.www/core_person/8566,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8566
Fortuin,Alvezo,Alvezo Fortuin,http://www.pa.org.za/person/alvezo-fortuin/,,,,za.org.pa.www/core_person/6313,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6313
Abrahams,Alvina Wilhelmina,Alvina Wilhelmina Abrahams,http://www.pa.org.za/person/alvina-wilhelmina-abrahams/,,,,za.org.pa.www/core_person/7335,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7335
Botes,Alvin,Alvin Botes,http://www.pa.org.za/person/alvin-botes/,,,,za.org.pa.www/core_person/4567,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4567
Madela,Alvin Shadrack,Alvin Shadrack Madela,http://www.pa.org.za/person/alvin-shadrack-madela/,,,,za.org.pa.www/core_person/7452,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7452
De Lange,Amanda,Amanda De Lange,http://www.pa.org.za/person/amanda-de-lange/,,,,za.org.pa.www/core_person/9271,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9271
Lemmert,Amanda,Amanda Lemmert,http://www.pa.org.za/person/amanda-lemmert/,,,,za.org.pa.www/core_person/7310,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7310
Mabilisa,Amanda Phindile Violet,Amanda Phindile Violet Mabilisa,http://www.pa.org.za/person/amanda-phindile-violet-mabilisa/,,,,za.org.pa.www/core_person/5886,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5886
Rampersad,Amar Prithiraj,Amar Prithiraj Rampersad,http://www.pa.org.za/person/amar-prithiraj-rampersad/,,,,za.org.pa.www/core_person/7721,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7721
Mda,A,A Mda,http://www.pa.org.za/person/a-mda/,,,,za.org.pa.www/core_person/775,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/775
Robson,Amelia Dianne,Amelia Dianne Robson,http://www.pa.org.za/person/amelia-dianne-robson/,,,,za.org.pa.www/core_person/5195,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5195
Mashile,Amelia Tshine,Amelia Tshine Mashile,http://www.pa.org.za/person/amelia-tshine-mashile/,,,,za.org.pa.www/core_person/5817,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5817
Figlan,A M,Archibold Mzuvukile Figlan,http://www.pa.org.za/person/a-m-figlan/,,,,za.org.pa.www/core_person/625,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/625
Mgwaba,Amon,Amon Mgwaba,http://www.pa.org.za/person/amon-mgwaba/,,,,za.org.pa.www/core_person/7645,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7645
Van Zyl,Amor Lesley,Amor Lesley Van Zyl,http://www.pa.org.za/person/amor-lesley-van-zyl/,,,,za.org.pa.www/core_person/9410,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9410
Marumo,Amos Andries,Amos Andries Marumo,http://www.pa.org.za/person/amos-andries-marumo/,,,,za.org.pa.www/core_person/3862,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3862
Mahlalela,Amos Fish,Amos Fish Mahlalela,http://www.pa.org.za/person/amos-fish-mahlalela/,,,,za.org.pa.www/core_person/4187,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4187
Matila,Amos Gerald,Amos Gerald Matila,http://www.pa.org.za/person/amos-gerald-matila/,,,amatila@parliament.gov.za,za.org.pa.www/core_person/1047,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1047
Mlanjeni,Amos Xakabantu Langaliyakhanya,Amos Xakabantu Langaliyakhanya Mlanjeni,http://www.pa.org.za/person/amos-xakabantu-langaliyakhanya-mlanjeni/,,,,za.org.pa.www/core_person/8379,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8379
Ludaka,Anathi,Anathi Ludaka,http://www.pa.org.za/person/anathi-ludaka/,,,,za.org.pa.www/core_person/9151,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9151
Dreyer,Anchen Margaretha,Anchen Margaretha Dreyer,http://www.pa.org.za/person/anchen-margaretha-dreyer/,"Anchen Margaretha Dreyer's plenary attendance record for Feb-Apr [2013](/file_archive/Anchen-Margaretha-Dreyer-Attendance-2013 ""Anchen Dreyer"") and [2012](/file_archive/Anchen-Margaretha-Dreyer-Attendance-2012 ""Anchen Dreyer"").

Ms Dreyer was born in the then Transvaal. She obtained a Masters degree in clinical psychology from Rand Afrikaans University (RAU). She entered the political scene in 1978 working as a volunteer for the old PFP. She was first elected as a DA Member of Parliament, where she served as the DA’s spoke person on Labour. In 2009 she was re-elected to Parliament as Shadow Minister of Public Service and Administration and is currently serving as the Shadow Minister of Public Works. Source: DA (http://www.da.org.za)",021 403 3145,anchend@absamail.co.za,za.org.pa.www/core_person/610,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/610
Popo,Anda,Anda Popo,http://www.pa.org.za/person/anda-popo/,,,,za.org.pa.www/core_person/8360,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8360
Ghafoor,Andeline,Andeline Ghafoor,http://www.pa.org.za/person/andeline-ghafoor/,,,,za.org.pa.www/core_person/6763,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6763
Ngconjana,Andile,Andile Ngconjana,http://www.pa.org.za/person/andile-ngconjana/,,,,za.org.pa.www/core_person/6049,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6049
Ntakana,Andile,Andile Ntakana,http://www.pa.org.za/person/andile-ntakana/,,,,za.org.pa.www/core_person/4746,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4746
Lungisa,Andile Weah,Andile Weah Lungisa,http://www.pa.org.za/person/andile-weah-lungisa/,,,,za.org.pa.www/core_person/4218,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4218
Hlulani,Andiswa,Andiswa Hlulani,http://www.pa.org.za/person/andiswa-hlulani/,,,,za.org.pa.www/core_person/5022,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5022
Mangumta,Andiswa,Andiswa Mangumta,http://www.pa.org.za/person/andiswa-mangumta/,,,,za.org.pa.www/core_person/4076,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4076
Venter,Andor Margaretha,Andor Margaretha Venter,http://www.pa.org.za/person/andor-margaretha-venter/,,,,za.org.pa.www/core_person/9297,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9297
Moses,Andreas John,Andreas John Moses,http://www.pa.org.za/person/andreas-john-moses/,,,,za.org.pa.www/core_person/7333,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7333
Beetge,André,André Beetge,http://www.pa.org.za/person/andr%C3%A9-beetge/,,,,za.org.pa.www/core_person/6513,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6513
Bothma,Andre,Andre Bothma,http://www.pa.org.za/person/andre-bothma/,,,,za.org.pa.www/core_person/6540,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6540
Bartleman,Andre Francois,Andre Francois Bartleman,http://www.pa.org.za/person/andre-francois-bartleman/,,,,za.org.pa.www/core_person/6452,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6452
Gaum,André Hurtley,André Hurtley Gaum,http://www.pa.org.za/person/andre-hurtley-gaum/,"André Hurtley Gaum's plenary attendance record for Feb-Apr [2013](/file_archive/andre-hurtley-gaum-attendance-2013 ""andre hurtley gaum attendance"") and [2012](/file_archive/andre-hurtley-gaum-attendance-2012 ""andre hurtley gaum attendance"").",,agaum@parliament.gov.za,za.org.pa.www/core_person/633,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/633
Lesufi,Andrek,Andrek Lesufi,http://www.pa.org.za/person/andrek-lesufi/,,,,za.org.pa.www/core_person/4417,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4417
Shimane,Andre Marius,Andre Marius Shimane,http://www.pa.org.za/person/andre-marius-shimane/,,,,za.org.pa.www/core_person/4051,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4051
Timotheus,André Marlin,André Marlin Timotheus,http://www.pa.org.za/person/andr%C3%A9-marlin-timotheus/,,,,za.org.pa.www/core_person/6863,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6863
Jacobs,Andre Nolan,Andre Nolan Jacobs,http://www.pa.org.za/person/andre-nolan-jacobs/,,,,za.org.pa.www/core_person/7264,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7264
Schaffer,Andre,Andre Schaffer,http://www.pa.org.za/person/andre-schaffer/,,,,za.org.pa.www/core_person/8477,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8477
Arnolds,Andrew,Andrew Arnolds,http://www.pa.org.za/person/andrew-arnolds/,,,,za.org.pa.www/core_person/5249,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5249
Fourie,Andrew,Andrew Fourie,http://www.pa.org.za/person/andrew-fourie/,,,,za.org.pa.www/core_person/9270,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9270
Madella,Andrew Frans,Andrew Frans Madella,http://www.pa.org.za/person/andrew-frans-madella/,,,,za.org.pa.www/core_person/4344,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4344
Mosiane,Andrew Gomotsegang,Andrew Gomotsegang Mosiane,http://www.pa.org.za/person/andrew-gomotsegang-mosiane/,,,,za.org.pa.www/core_person/5791,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5791
Whitfield,Andrew Grant,Andrew Grant Whitfield,http://www.pa.org.za/person/andrew-grant-whitfield/,,,,za.org.pa.www/core_person/6199,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6199
Gasnolar,Andrew Ihsaan,Andrew Ihsaan Gasnolar,http://www.pa.org.za/person/andrew-ihsaan-gasnolar/,,,,za.org.pa.www/core_person/5231,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5231
Jooste,Andrew,Andrew Jooste,http://www.pa.org.za/person/andrew-jooste/,,,,za.org.pa.www/core_person/4066,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4066
Louw,Andrew,Andrew Louw,http://www.pa.org.za/person/andrew-louw/,,,,za.org.pa.www/core_person/6627,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6627
Malatsi,Andrew,Andrew Malatsi,http://www.pa.org.za/person/andrew-malatsi/,,,,za.org.pa.www/core_person/8032,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8032
Mlangeni,Andrew,Andrew Mlangeni,http://www.pa.org.za/person/andrew-mlangeni/,"Andrew Mlangeni's plenary attendance record for Feb-Apr [2013](/file_archive/Andrew-Mlangeni-Attendance-2013 ""Andrew Mlangeni Attendance"") and [2012](/file_archive/Andrew-Mlangeni-Attendance-2012 ""Andrew Mlangeni Attendance"")",,amlangeni@parliament.gov.za,za.org.pa.www/core_person/792,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792
Dibetso,Andrew Rampe Gopolang,Andrew Rampe Gopolang Dibetso,http://www.pa.org.za/person/andrew-rampe-gopolang-dibetso/,,,,za.org.pa.www/core_person/5385,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5385
Mdluli,Andrias Mbulaleni,Andrias Mbulaleni Mdluli,http://www.pa.org.za/person/andrias-mbulaleni-mdluli/,,,,za.org.pa.www/core_person/5731,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5731
Van der Westhuizen,Andricus Pieter,Andricus Pieter Van der Westhuizen,http://www.pa.org.za/person/andricus-pieter-van-der-westhuizen/,"Andricus Pieter Van der Westhuizen's plenary attendance record for Feb-Apr [2013](/file_archive/Andricus-Van-der-Westhuizen-Attendance-2013 ""Andricus Van der Westhuizen"") and [2012](/file_archive/Andricus-Van-der-Westhuizen-Attendance-2012 ""Andricus Van der Westhuizen"").

Mr van der Westhuizen was raised in Stellenbosch in the Western Cape. He obtained a BCom degree and a Diploma in Higher Education, and a Masters Degree in Educational Leadership and Development from Stellenbosch University. Before entering the political arena, Mr van der Westhuizen worked at Old Mutual as a trainee manager for a very brief period and opted for a career in the education sector. He was later appointed as the Deputy-Chief Education Specialist in the Directorate: Quality Assurance of the Western Cape Education Department. Before his election to Parliament in 2009, Mr van der Westhuizen was involved in local government and got elected as the DA’s speaker of the Stellenbosch Council. He is currently appointed as the Shadow Deputy Minister of Labour. Source: DA (http://www.da.org.za).

",021 403 3046,andricusvdw@mweb.co.za,za.org.pa.www/core_person/996,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/996
Nel,Andries Carl,Andries Carl Nel,http://www.pa.org.za/person/andries-carl-nel/,"Deputy Minister Nel has held his current portfolio since May 2009 and has been a Member of Parliament for the African National Congress (ANC) since 1994. He holds a Bachelor of Civil Law from the University of Pretoria. He served as whip of Portfolio Committee on Justice and House Whip. Between 2006 and 2007 he served as Acting Chief Whip of the African National Congress (ANC) and as a Chairperson of House of the National Assembly between 2008 and 2009. He had served on various Portfolio Committees including Justice and Constitutional Development, Correctional Services, Health, Home Affairs, and Communications. He also served as a member of the Standing Committee on Public Accounts (SCOPA). Deputy Minister Nel was involved in the End Conscription Campaign, and had been active in politics since high school in Sao Paulo, Brazil. Source: (info.gov.za) 

Andries Carl Nel's plenary attendance record for Feb-Apr [2013](/file_archive/andries-carl-nel-attendance-2013 ""andries carl nel attendance"") and [2012](/file_archive/andries-carl-nel-attendance-2012 ""andries carl nel attendance"").",,Andries.Nel@parliament.gov.za,za.org.pa.www/core_person/844,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/844
Mahapa,Andries,Andries Mahapa,http://www.pa.org.za/person/andries-mahapa/,,,,za.org.pa.www/core_person/8343,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8343
Mathibela,Andries Mogokgo,Andries Mogokgo Mathibela,http://www.pa.org.za/person/andries-mogokgo-mathibela/,,,,za.org.pa.www/core_person/3956,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3956
Botha,Androe Hendrina,Androe Hendrina Botha,http://www.pa.org.za/person/androe-hendrina-botha/,,,,za.org.pa.www/core_person/6553,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6553
Strauss,Andrus,Andrus Strauss,http://www.pa.org.za/person/andrus-strauss/,,,,za.org.pa.www/core_person/4046,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4046
Jordan,Andy George,Andy George Jordan,http://www.pa.org.za/person/andy-george-jordan/,,,,za.org.pa.www/core_person/6412,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6412
Skoti,Anele Jonathan,Anele Jonathan Skoti,http://www.pa.org.za/person/anele-jonathan-skoti/,,,,za.org.pa.www/core_person/9091,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9091
